Image id,Caption,Label,Source,Domain,
2808,"পাহাড়, সমুদ্র, প্রাকৃতিক ঘোরার জায়গাগুলো আমার বেশ ভালো লাগে । তাই এবারের গন্তব্য ছিলো পাহাড়ী এলাকা দার্জিলিং, নাগালেন্ড, মনিপুর, আসাম, আগরতলা । খুব সংক্ষেপে যাওয়া থেকে আসা পর্যন্ত খরচ সহ আলোচনা করব । 
প্রথমে ঢাকা থেকে এস.আর ট্রাভেলে করে বুড়িমারি চলে যাই ভাড়া ১২৫০ টাকা ।
এর পর ঐ বাসের লোকদের দিয়ে দেই ট্রাভেল টেক্স এবং ইমিগ্রেশন পার হবার জন্য ১২০০ টাকা । 
চ্যংড়াবান্ধা সাইটে ইমিগ্রেশন পার হবার জন্য ২০০ টাকা ।
টাকা ১০০ টু রুপি রেট পাই ৭১.৫০ রুপি ।
টুটো করে বিশ্বরোড ৩০ রুপি । বাসে বিশ্বরোড থেকে শিলীগুড়ি ৭০ রুপি । শিলীগুড়ি থেকে বাসে দার্জেলিং ১০৫ রুপি ।
২ রাত থাকা ডর্মেটরি বেড ভাড়া ২০০+২০০=৪০০ রুপি । আমি যে হোটেলে থেকেছি তার ছবি নিচে দিয়ে দিব ।",0,,,
2809,"পাহাড়, সমুদ্র, প্রাকৃতিক ঘোরার জায়গাগুলো আমার বেশ ভালো লাগে । তাই এবারের গন্তব্য ছিলো পাহাড়ী এলাকা দার্জিলিং, নাগালেন্ড, মনিপুর, আসাম, আগরতলা । খুব সংক্ষেপে যাওয়া থেকে আসা পর্যন্ত খরচ সহ আলোচনা করব । 
প্রথমে ঢাকা থেকে এস.আর ট্রাভেলে করে বুড়িমারি চলে যাই ভাড়া ১২৫০ টাকা ।
এর পর ঐ বাসের লোকদের দিয়ে দেই ট্রাভেল টেক্স এবং ইমিগ্রেশন পার হবার জন্য ১২০০ টাকা । 
চ্যংড়াবান্ধা সাইটে ইমিগ্রেশন পার হবার জন্য ২০০ টাকা ।
টাকা ১০০ টু রুপি রেট পাই ৭১.৫০ রুপি ।
টুটো করে বিশ্বরোড ৩০ রুপি । বাসে বিশ্বরোড থেকে শিলীগুড়ি ৭০ রুপি । শিলীগুড়ি থেকে বাসে দার্জেলিং ১০৫ রুপি ।
২ রাত থাকা ডর্মেটরি বেড ভাড়া ২০০+২০০=৪০০ রুপি । আমি যে হোটেলে থেকেছি তার ছবি নিচে দিয়ে দিব ।",0,,,
2810,"পাহাড়, সমুদ্র, প্রাকৃতিক ঘোরার জায়গাগুলো আমার বেশ ভালো লাগে । তাই এবারের গন্তব্য ছিলো পাহাড়ী এলাকা দার্জিলিং, নাগালেন্ড, মনিপুর, আসাম, আগরতলা । খুব সংক্ষেপে যাওয়া থেকে আসা পর্যন্ত খরচ সহ আলোচনা করব । 
প্রথমে ঢাকা থেকে এস.আর ট্রাভেলে করে বুড়িমারি চলে যাই ভাড়া ১২৫০ টাকা ।
এর পর ঐ বাসের লোকদের দিয়ে দেই ট্রাভেল টেক্স এবং ইমিগ্রেশন পার হবার জন্য ১২০০ টাকা । 
চ্যংড়াবান্ধা সাইটে ইমিগ্রেশন পার হবার জন্য ২০০ টাকা ।
টাকা ১০০ টু রুপি রেট পাই ৭১.৫০ রুপি ।
টুটো করে বিশ্বরোড ৩০ রুপি । বাসে বিশ্বরোড থেকে শিলীগুড়ি ৭০ রুপি । শিলীগুড়ি থেকে বাসে দার্জেলিং ১০৫ রুপি ।
২ রাত থাকা ডর্মেটরি বেড ভাড়া ২০০+২০০=৪০০ রুপি । আমি যে হোটেলে থেকেছি তার ছবি নিচে দিয়ে দিব ।",0,,,
2811,"পাহাড়, সমুদ্র, প্রাকৃতিক ঘোরার জায়গাগুলো আমার বেশ ভালো লাগে । তাই এবারের গন্তব্য ছিলো পাহাড়ী এলাকা দার্জিলিং, নাগালেন্ড, মনিপুর, আসাম, আগরতলা । খুব সংক্ষেপে যাওয়া থেকে আসা পর্যন্ত খরচ সহ আলোচনা করব । 
প্রথমে ঢাকা থেকে এস.আর ট্রাভেলে করে বুড়িমারি চলে যাই ভাড়া ১২৫০ টাকা ।
এর পর ঐ বাসের লোকদের দিয়ে দেই ট্রাভেল টেক্স এবং ইমিগ্রেশন পার হবার জন্য ১২০০ টাকা । 
চ্যংড়াবান্ধা সাইটে ইমিগ্রেশন পার হবার জন্য ২০০ টাকা ।
টাকা ১০০ টু রুপি রেট পাই ৭১.৫০ রুপি ।
টুটো করে বিশ্বরোড ৩০ রুপি । বাসে বিশ্বরোড থেকে শিলীগুড়ি ৭০ রুপি । শিলীগুড়ি থেকে বাসে দার্জেলিং ১০৫ রুপি ।
২ রাত থাকা ডর্মেটরি বেড ভাড়া ২০০+২০০=৪০০ রুপি । আমি যে হোটেলে থেকেছি তার ছবি নিচে দিয়ে দিব ।",0,,,
2812,"পাহাড়, সমুদ্র, প্রাকৃতিক ঘোরার জায়গাগুলো আমার বেশ ভালো লাগে । তাই এবারের গন্তব্য ছিলো পাহাড়ী এলাকা দার্জিলিং, নাগালেন্ড, মনিপুর, আসাম, আগরতলা । খুব সংক্ষেপে যাওয়া থেকে আসা পর্যন্ত খরচ সহ আলোচনা করব । 
প্রথমে ঢাকা থেকে এস.আর ট্রাভেলে করে বুড়িমারি চলে যাই ভাড়া ১২৫০ টাকা ।
এর পর ঐ বাসের লোকদের দিয়ে দেই ট্রাভেল টেক্স এবং ইমিগ্রেশন পার হবার জন্য ১২০০ টাকা । 
চ্যংড়াবান্ধা সাইটে ইমিগ্রেশন পার হবার জন্য ২০০ টাকা ।
টাকা ১০০ টু রুপি রেট পাই ৭১.৫০ রুপি ।
টুটো করে বিশ্বরোড ৩০ রুপি । বাসে বিশ্বরোড থেকে শিলীগুড়ি ৭০ রুপি । শিলীগুড়ি থেকে বাসে দার্জেলিং ১০৫ রুপি ।
২ রাত থাকা ডর্মেটরি বেড ভাড়া ২০০+২০০=৪০০ রুপি । আমি যে হোটেলে থেকেছি তার ছবি নিচে দিয়ে দিব ।",0,,,
2813,"উপরুক্ত সকল জায়গা ঘুরতে আমার ভাড়া বাবদ খরচ হয়েছে মাত্র ২০ রুপি । কারণ উক্ত সকল জায়গাগুলো আমি পায়ে হেটে ঘুরে দেখেছি । 
এরপর দার্জেলিং থেকে শিলিগুড়ী বাস ভাড়া ১০৫ রুপি ।
শিলিগুড়ী থেকে শিলিগুড়ী রেল স্টেশন ভাড়া ৪০ রুপি ।
শিলিগুড়ী থেকে ডিমাপুর থার্ড এসি ভাড়া ১৬৫০ টাকা । নিজে নিজে বাংলাদেশ থেকে ইন্ডিয়ার রেল টিকেট বাংলা টাকায় কেটে গিয়েছিলাম ।
ডিমাপুর থেকে কহিমা, নাগালেন্ড শেয়ার টেক্সি ভাড়া ৩০০ রুপি ।
কহিমা ডর্মেটরি বেড ভাড়া পার নাইট ৫০০ রুপি । যে হোটেলে থেকেছি তার ছবি নিচে দেওয়া থাকবে ।
কহিমা থেকে ভেংগে ভেংগে ইমফাল মনিপুর পর্যন্ত লোকল ভাবে গিয়েছি ভাড়া পরেছে ৫২০ রুপি ।
ইমফালে ডর্মেটরি বেড ভাড়া পার নাইট ৩০০ রুপি ।
ইমফাল থেকে শিলচর শেয়ার জিপ ভাড়া ১২০০ রুপি ।
শিলচর থেকে আগরতলা থার্ড এসি রেল ভাড়া ৬০০ রুপি । 
আগরতলা রেল স্টেশন থেকে বর্ডার ৩০ রুপি ।
বর্ডার পাছ করতে ইমিগ্রেশনে কোন টাকা লাগেনি ।
বর্ডার থেকে বি-বাড়িয়া বাস স্টেন্ড ১০০ টাকা ।
বাসে ঢাকা ৩০০ টাকা ।
নাগালেন্ড, মনিপুর, শিলচর- আসাম, আগরতলা ঘোরার বর্ননা দিলাম না , কারণ লিখা অনেক বড় হয়ে গেছে । তবে নিচে কিছু ছবি দিয়ে দিব ।
মোট টাকা = ৪,৭০০ টাকা এবং রুপি = ৩৭৮০ ।
এখানে খাবার খরচ উল্লেখ করিনী , কারন খাবার যে যেমন খাবে তেমন খরচ হবে । 
ও হে আমার টোটাল সময় লেগেছিলো ৮ রাত ৮ দিন ।
আর আমার উক্ত ভ্রমনে সর্বমোট টাকা খরচ হয়েছিলো বাংলা টাকায় ১৬৭৫০ টাকার মত । আর সর্বমোট ২২৫০ কি.মি. ঘুরেছি।",0,,,
2814,"উপরুক্ত সকল জায়গা ঘুরতে আমার ভাড়া বাবদ খরচ হয়েছে মাত্র ২০ রুপি । কারণ উক্ত সকল জায়গাগুলো আমি পায়ে হেটে ঘুরে দেখেছি । 
এরপর দার্জেলিং থেকে শিলিগুড়ী বাস ভাড়া ১০৫ রুপি ।
শিলিগুড়ী থেকে শিলিগুড়ী রেল স্টেশন ভাড়া ৪০ রুপি ।
শিলিগুড়ী থেকে ডিমাপুর থার্ড এসি ভাড়া ১৬৫০ টাকা । নিজে নিজে বাংলাদেশ থেকে ইন্ডিয়ার রেল টিকেট বাংলা টাকায় কেটে গিয়েছিলাম ।
ডিমাপুর থেকে কহিমা, নাগালেন্ড শেয়ার টেক্সি ভাড়া ৩০০ রুপি ।
কহিমা ডর্মেটরি বেড ভাড়া পার নাইট ৫০০ রুপি । যে হোটেলে থেকেছি তার ছবি নিচে দেওয়া থাকবে ।
কহিমা থেকে ভেংগে ভেংগে ইমফাল মনিপুর পর্যন্ত লোকল ভাবে গিয়েছি ভাড়া পরেছে ৫২০ রুপি ।
ইমফালে ডর্মেটরি বেড ভাড়া পার নাইট ৩০০ রুপি ।
ইমফাল থেকে শিলচর শেয়ার জিপ ভাড়া ১২০০ রুপি ।
শিলচর থেকে আগরতলা থার্ড এসি রেল ভাড়া ৬০০ রুপি । 
আগরতলা রেল স্টেশন থেকে বর্ডার ৩০ রুপি ।
বর্ডার পাছ করতে ইমিগ্রেশনে কোন টাকা লাগেনি ।
বর্ডার থেকে বি-বাড়িয়া বাস স্টেন্ড ১০০ টাকা ।
বাসে ঢাকা ৩০০ টাকা ।
নাগালেন্ড, মনিপুর, শিলচর- আসাম, আগরতলা ঘোরার বর্ননা দিলাম না , কারণ লিখা অনেক বড় হয়ে গেছে । তবে নিচে কিছু ছবি দিয়ে দিব ।
মোট টাকা = ৪,৭০০ টাকা এবং রুপি = ৩৭৮০ ।
এখানে খাবার খরচ উল্লেখ করিনী , কারন খাবার যে যেমন খাবে তেমন খরচ হবে । 
ও হে আমার টোটাল সময় লেগেছিলো ৮ রাত ৮ দিন ।
আর আমার উক্ত ভ্রমনে সর্বমোট টাকা খরচ হয়েছিলো বাংলা টাকায় ১৬৭৫০ টাকার মত । আর সর্বমোট ২২৫০ কি.মি. ঘুরেছি।",0,,,
2815,"উপরুক্ত সকল জায়গা ঘুরতে আমার ভাড়া বাবদ খরচ হয়েছে মাত্র ২০ রুপি । কারণ উক্ত সকল জায়গাগুলো আমি পায়ে হেটে ঘুরে দেখেছি । 
এরপর দার্জেলিং থেকে শিলিগুড়ী বাস ভাড়া ১০৫ রুপি ।
শিলিগুড়ী থেকে শিলিগুড়ী রেল স্টেশন ভাড়া ৪০ রুপি ।
শিলিগুড়ী থেকে ডিমাপুর থার্ড এসি ভাড়া ১৬৫০ টাকা । নিজে নিজে বাংলাদেশ থেকে ইন্ডিয়ার রেল টিকেট বাংলা টাকায় কেটে গিয়েছিলাম ।
ডিমাপুর থেকে কহিমা, নাগালেন্ড শেয়ার টেক্সি ভাড়া ৩০০ রুপি ।
কহিমা ডর্মেটরি বেড ভাড়া পার নাইট ৫০০ রুপি । যে হোটেলে থেকেছি তার ছবি নিচে দেওয়া থাকবে ।
কহিমা থেকে ভেংগে ভেংগে ইমফাল মনিপুর পর্যন্ত লোকল ভাবে গিয়েছি ভাড়া পরেছে ৫২০ রুপি ।
ইমফালে ডর্মেটরি বেড ভাড়া পার নাইট ৩০০ রুপি ।
ইমফাল থেকে শিলচর শেয়ার জিপ ভাড়া ১২০০ রুপি ।
শিলচর থেকে আগরতলা থার্ড এসি রেল ভাড়া ৬০০ রুপি । 
আগরতলা রেল স্টেশন থেকে বর্ডার ৩০ রুপি ।
বর্ডার পাছ করতে ইমিগ্রেশনে কোন টাকা লাগেনি ।
বর্ডার থেকে বি-বাড়িয়া বাস স্টেন্ড ১০০ টাকা ।
বাসে ঢাকা ৩০০ টাকা ।
নাগালেন্ড, মনিপুর, শিলচর- আসাম, আগরতলা ঘোরার বর্ননা দিলাম না , কারণ লিখা অনেক বড় হয়ে গেছে । তবে নিচে কিছু ছবি দিয়ে দিব ।
মোট টাকা = ৪,৭০০ টাকা এবং রুপি = ৩৭৮০ ।
এখানে খাবার খরচ উল্লেখ করিনী , কারন খাবার যে যেমন খাবে তেমন খরচ হবে । 
ও হে আমার টোটাল সময় লেগেছিলো ৮ রাত ৮ দিন ।
আর আমার উক্ত ভ্রমনে সর্বমোট টাকা খরচ হয়েছিলো বাংলা টাকায় ১৬৭৫০ টাকার মত । আর সর্বমোট ২২৫০ কি.মি. ঘুরেছি।",0,,,
2816,"আমাদের পরবর্তী ট্যুর ৩০ ই মে রাতে 👇
✅মেঘালয় ট্যুর (৪রাত ৩দিন)-১২৯৯৯ টাকা
✅নর্থ সিকিম ট্যুর (৬রাত ৫দিন)-১৮৯৯৯ টাকা
✅কলকাতা সিটি ট্যুর (৪রাত ৩দিন)- ৮৫০০ টাকা
✅সিকিম দার্জিলিং কম্বো ট্যুর (৫রাত ৪দিন)-১৬৫০০ টাকা
",1,,,
2817,"থাইল্যান্ড ভিজিট করতে চান কিন্তু ভিসা নেই? 
ভাবছেন ফ্রেশ পাসপোর্ট ভিসা হবে কি না অথবা কিভাবে এপ্লিকেশন করতে পারি? 
উত্তর খুব সহজেই!! 
আপনার যদি সঠিক ডকুমেন্ট থাকে তাহলেই আপনি ফ্রেশ পাসপোর্টেই ভিসার জন্য আবেদন করতে পারবেন। 
 এছাড়াও আমাদের থাইল্যান্ড প্যাকেজ টি নিতে অবশ্যই আপনাকে ভিসা করতে হবে। 
তাই ভিসার তথ্য জানতে আমাদের পেইজে ম্যাসেজ করতে পারেন অথবা নিম্নলিখিত নম্বরে সরাসরি হোয়াটসঅ্যাপ করতে পারেন! ",1,,,
2818,"থাইল্যান্ড ভিজিট করতে চান কিন্তু ভিসা নেই? 
ভাবছেন ফ্রেশ পাসপোর্ট ভিসা হবে কি না অথবা কিভাবে এপ্লিকেশন করতে পারি? 
উত্তর খুব সহজেই!! 
আপনার যদি সঠিক ডকুমেন্ট থাকে তাহলেই আপনি ফ্রেশ পাসপোর্টেই ভিসার জন্য আবেদন করতে পারবেন। 
 এছাড়াও আমাদের থাইল্যান্ড প্যাকেজ টি নিতে অবশ্যই আপনাকে ভিসা করতে হবে। 
তাই ভিসার তথ্য জানতে আমাদের পেইজে ম্যাসেজ করতে পারেন অথবা নিম্নলিখিত নম্বরে সরাসরি হোয়াটসঅ্যাপ করতে পারেন! ",1,,,
2819,"থাইল্যান্ড ভিজিট করতে চান কিন্তু ভিসা নেই? 
ভাবছেন ফ্রেশ পাসপোর্ট ভিসা হবে কি না অথবা কিভাবে এপ্লিকেশন করতে পারি? 
উত্তর খুব সহজেই!! 
আপনার যদি সঠিক ডকুমেন্ট থাকে তাহলেই আপনি ফ্রেশ পাসপোর্টেই ভিসার জন্য আবেদন করতে পারবেন। 
 এছাড়াও আমাদের থাইল্যান্ড প্যাকেজ টি নিতে অবশ্যই আপনাকে ভিসা করতে হবে। 
তাই ভিসার তথ্য জানতে আমাদের পেইজে ম্যাসেজ করতে পারেন অথবা নিম্নলিখিত নম্বরে সরাসরি হোয়াটসঅ্যাপ করতে পারেন! ",1,,,
2820,"থাইল্যান্ড ভিজিট করতে চান কিন্তু ভিসা নেই? 
ভাবছেন ফ্রেশ পাসপোর্ট ভিসা হবে কি না অথবা কিভাবে এপ্লিকেশন করতে পারি? 
উত্তর খুব সহজেই!! 
আপনার যদি সঠিক ডকুমেন্ট থাকে তাহলেই আপনি ফ্রেশ পাসপোর্টেই ভিসার জন্য আবেদন করতে পারবেন। 
 এছাড়াও আমাদের থাইল্যান্ড প্যাকেজ টি নিতে অবশ্যই আপনাকে ভিসা করতে হবে। 
তাই ভিসার তথ্য জানতে আমাদের পেইজে ম্যাসেজ করতে পারেন অথবা নিম্নলিখিত নম্বরে সরাসরি হোয়াটসঅ্যাপ করতে পারেন! ",1,,,
2821,"ঈদের ছুটিতে ১৮ই জুন লাদাখ ভ্রমন🔥
✈যাত্রা শুরুঃ ১৮ জুন ঢাকা থেকে রাতের বাসে।
✈যাত্রা শেষঃ ২৯ জুন দিল্লি থেকে।
✈যাত্রা শেষঃ ২৭ জুন লাদাখ থেকে(যদি কেউ লাদাখ থেকে বাই এয়ারে ঢাকা আসেন)
✈ ঢাকা- কলকাতা – দিল্লি – মানালি – লাদাখ – মানালি – দিল্লি টু ঢাকা বাই এয়ার
💰 প্যাকেজ মূল্য জন প্রতি- ৫০,০০০ টাকা।
💰 প্যাকেজ মূল্য কাপোল জন প্রতি - ৫৪,৫০০ টাকা।
",1,,,
2822,"মেঘালয়, শিলং-চেরাপুঞ্জির গ্রুপ ট্যুর 💥 
ঢাকা এবং সিলেট থেকে (প্রতি সপ্তাহে বৃহস্পতিবার রাতে)
✈️ যাত্রা শুরুঃ ৩০/০৫/২০২৪ 
✈️ যাত্রা শেষঃ ০৩/০৬/২০২৪
এই ছাড়াও প্রতি বৃহস্পতিবার রাতে আমাদের মেঘালয় ট্যুর আছে।
♦️১ রুমে ৩/৪ জন শেয়ারিং জনপ্রতি -- 
 💰 জনপ্রতি ১৩,০০০ টাকা (ঢাকা থেকে)💰 
 💰  জনপ্রতি ১২,০০০ টাকা (সিলেট থেকে)💰 
♦️১ রুমে ২ জন (কাপোল)  জনপ্রতি -- 
💰 জনপ্রতি ১৪,৫০০ টাকা (ঢাকা থেকে)💰 
💰  জনপ্রতি ১৩,৫০০ টাকা (সিলেট থেকে)💰 

 🌄 ৪ রাত ৩ দিনের সম্পূর্ণ প্যাকেজ খাবার সহ🌄 
 ✅✅ প্যাকেজ এ অন্তর্ভুক্ত:✅✅ 
 🔷খাওয়াদাওয়াঃ ৩ টি নাস্তা, ৩ টি লাঞ্চ এবং ২টি ডিনার 
 🔷৩ দিনের জন্য রিজার্ভ গাড়ি
 🔷ষ্টান্ডার্ড মানের হোটেলে
 🔷সার্বক্ষণিক গাইডিং 
 🔷 এন্ট্রি ফি 
 ❌ 🔴যা যা অন্তর্ভুক্ত নয়:❌ 🔴
♦️ রোড টেক্স/ ট্রাভেল ট্যাক্স , ডলার এন্ড্রসমেন্ট, স্পিড মানি,  এবং ফেরার দিন রাতের খাবার৷ 
  ০০ রাতঃ  
বৃহস্পতিবার রাতে ঢাকা থেকে সিলেটের উদ্দেশ্যে রউনা। 

",1,,,
2823,"মেঘালয়, শিলং-চেরাপুঞ্জির গ্রুপ ট্যুর 💥 
ঢাকা এবং সিলেট থেকে (প্রতি সপ্তাহে বৃহস্পতিবার রাতে)
✈️ যাত্রা শুরুঃ ৩০/০৫/২০২৪ 
✈️ যাত্রা শেষঃ ০৩/০৬/২০২৪
এই ছাড়াও প্রতি বৃহস্পতিবার রাতে আমাদের মেঘালয় ট্যুর আছে।
♦️১ রুমে ৩/৪ জন শেয়ারিং জনপ্রতি -- 
 💰 জনপ্রতি ১৩,০০০ টাকা (ঢাকা থেকে)💰 
 💰  জনপ্রতি ১২,০০০ টাকা (সিলেট থেকে)💰 
♦️১ রুমে ২ জন (কাপোল)  জনপ্রতি -- 
💰 জনপ্রতি ১৪,৫০০ টাকা (ঢাকা থেকে)💰 
💰  জনপ্রতি ১৩,৫০০ টাকা (সিলেট থেকে)💰 

 🌄 ৪ রাত ৩ দিনের সম্পূর্ণ প্যাকেজ খাবার সহ🌄 
 ✅✅ প্যাকেজ এ অন্তর্ভুক্ত:✅✅ 
 🔷খাওয়াদাওয়াঃ ৩ টি নাস্তা, ৩ টি লাঞ্চ এবং ২টি ডিনার 
 🔷৩ দিনের জন্য রিজার্ভ গাড়ি
 🔷ষ্টান্ডার্ড মানের হোটেলে
 🔷সার্বক্ষণিক গাইডিং 
 🔷 এন্ট্রি ফি 
 ❌ 🔴যা যা অন্তর্ভুক্ত নয়:❌ 🔴
♦️ রোড টেক্স/ ট্রাভেল ট্যাক্স , ডলার এন্ড্রসমেন্ট, স্পিড মানি,  এবং ফেরার দিন রাতের খাবার৷ 
  ০০ রাতঃ  
বৃহস্পতিবার রাতে ঢাকা থেকে সিলেটের উদ্দেশ্যে রউনা। 

",1,,,
2824,"মেঘালয়, শিলং-চেরাপুঞ্জির গ্রুপ ট্যুর 💥 
ঢাকা এবং সিলেট থেকে (প্রতি সপ্তাহে বৃহস্পতিবার রাতে)
✈️ যাত্রা শুরুঃ ৩০/০৫/২০২৪ 
✈️ যাত্রা শেষঃ ০৩/০৬/২০২৪
এই ছাড়াও প্রতি বৃহস্পতিবার রাতে আমাদের মেঘালয় ট্যুর আছে।
♦️১ রুমে ৩/৪ জন শেয়ারিং জনপ্রতি -- 
 💰 জনপ্রতি ১৩,০০০ টাকা (ঢাকা থেকে)💰 
 💰  জনপ্রতি ১২,০০০ টাকা (সিলেট থেকে)💰 
♦️১ রুমে ২ জন (কাপোল)  জনপ্রতি -- 
💰 জনপ্রতি ১৪,৫০০ টাকা (ঢাকা থেকে)💰 
💰  জনপ্রতি ১৩,৫০০ টাকা (সিলেট থেকে)💰 

 🌄 ৪ রাত ৩ দিনের সম্পূর্ণ প্যাকেজ খাবার সহ🌄 
 ✅✅ প্যাকেজ এ অন্তর্ভুক্ত:✅✅ 
 🔷খাওয়াদাওয়াঃ ৩ টি নাস্তা, ৩ টি লাঞ্চ এবং ২টি ডিনার 
 🔷৩ দিনের জন্য রিজার্ভ গাড়ি
 🔷ষ্টান্ডার্ড মানের হোটেলে
 🔷সার্বক্ষণিক গাইডিং 
 🔷 এন্ট্রি ফি 
 ❌ 🔴যা যা অন্তর্ভুক্ত নয়:❌ 🔴
♦️ রোড টেক্স/ ট্রাভেল ট্যাক্স , ডলার এন্ড্রসমেন্ট, স্পিড মানি,  এবং ফেরার দিন রাতের খাবার৷ 
  ০০ রাতঃ  
বৃহস্পতিবার রাতে ঢাকা থেকে সিলেটের উদ্দেশ্যে রউনা। 

",1,,,
2825,"আমাদের পরবর্তী ট্যুর ৩০ ই মে রাতে 👇
✅মেঘালয় ট্যুর (৪রাত ৩দিন)-১২৯৯৯ টাকা
✅নর্থ সিকিম ট্যুর (৬রাত ৫দিন)-১৮৯৯৯ টাকা
✅কলকাতা সিটি ট্যুর (৪রাত ৩দিন)- ৮৫০০ টাকা
✅সিকিম দার্জিলিং কম্বো ট্যুর (৫রাত ৪দিন)-১৬৫০০ টাকা
যেকোন ট্যুর সম্পর্কে বিস্তারিত জানতে বা বুকিং করতে 👇
",1,,,
2826,"আমাদের পরবর্তী ট্যুর ৩০ ই মে রাতে 👇
✅মেঘালয় ট্যুর (৪রাত ৩দিন)-১২৯৯৯ টাকা
✅নর্থ সিকিম ট্যুর (৬রাত ৫দিন)-১৮৯৯৯ টাকা
✅কলকাতা সিটি ট্যুর (৪রাত ৩দিন)- ৮৫০০ টাকা
✅সিকিম দার্জিলিং কম্বো ট্যুর (৫রাত ৪দিন)-১৬৫০০ টাকা
যেকোন ট্যুর সম্পর্কে বিস্তারিত জানতে বা বুকিং করতে 👇
",1,,,
2827,"আমাদের পরবর্তী ট্যুর ৩০ ই মে রাতে 👇
✅মেঘালয় ট্যুর (৪রাত ৩দিন)-১২৯৯৯ টাকা
✅নর্থ সিকিম ট্যুর (৬রাত ৫দিন)-১৮৯৯৯ টাকা
✅কলকাতা সিটি ট্যুর (৪রাত ৩দিন)- ৮৫০০ টাকা
✅সিকিম দার্জিলিং কম্বো ট্যুর (৫রাত ৪দিন)-১৬৫০০ টাকা
যেকোন ট্যুর সম্পর্কে বিস্তারিত জানতে বা বুকিং করতে 👇
",1,,,
2828,"আমাদের পরবর্তী ট্যুর ৩০ ই মে রাতে 👇
✅মেঘালয় ট্যুর (৪রাত ৩দিন)-১২৯৯৯ টাকা
✅নর্থ সিকিম ট্যুর (৬রাত ৫দিন)-১৮৯৯৯ টাকা
✅কলকাতা সিটি ট্যুর (৪রাত ৩দিন)- ৮৫০০ টাকা
✅সিকিম দার্জিলিং কম্বো ট্যুর (৫রাত ৪দিন)-১৬৫০০ টাকা
যেকোন ট্যুর সম্পর্কে বিস্তারিত জানতে বা বুকিং করতে 👇
",1,,,
2829,"আমাদের পরবর্তী ট্যুর ৩০ ই মে রাতে 👇
✅মেঘালয় ট্যুর (৪রাত ৩দিন)-১২৯৯৯ টাকা
✅নর্থ সিকিম ট্যুর (৬রাত ৫দিন)-১৮৯৯৯ টাকা
✅কলকাতা সিটি ট্যুর (৪রাত ৩দিন)- ৮৫০০ টাকা
✅সিকিম দার্জিলিং কম্বো ট্যুর (৫রাত ৪দিন)-১৬৫০০ টাকা
যেকোন ট্যুর সম্পর্কে বিস্তারিত জানতে বা বুকিং করতে 👇
",1,,,
2830,"সবুজে ঘেরা মৌলভীবাজারের অন্যতম রিসোর্ট দুসাই রিসোর্ট  থেকে ঘুরে আসলাম । সারা দেশে যখন চলছে তাপপ্রবাহ, তখন স্বস্তি খুঁজতে চলে এলাম এখানে । ❤️ 
যাতায়াত: মৌলভীবাজারের যে কোনো বাসে উঠলেই, দুসাই রিসোর্ট আসা যাবে । হাইওয়ের সাথেই রয়েছে তাদের রিসোর্টের গেইট । তাই, বাস থেকে নেমেই রিসোর্টে সহজে প্রবেশ করা যায় 🚌 
পরিবেশ: চারদিকে সমুজের সমারোহ আর তার সাথে রয়েছে বিলাসিতার ছোঁয়া । নিরিবিলি এই পরিবেশে পরিবার কিংবা বন্ধু-বান্ধবদের সাথে সময় কাটবে অনায়েসেই । 🌲",0,,,
2831,"সবুজে ঘেরা মৌলভীবাজারের অন্যতম রিসোর্ট দুসাই রিসোর্ট  থেকে ঘুরে আসলাম । সারা দেশে যখন চলছে তাপপ্রবাহ, তখন স্বস্তি খুঁজতে চলে এলাম এখানে । ❤️ 
যাতায়াত: মৌলভীবাজারের যে কোনো বাসে উঠলেই, দুসাই রিসোর্ট আসা যাবে । হাইওয়ের সাথেই রয়েছে তাদের রিসোর্টের গেইট । তাই, বাস থেকে নেমেই রিসোর্টে সহজে প্রবেশ করা যায় 🚌 
পরিবেশ: চারদিকে সমুজের সমারোহ আর তার সাথে রয়েছে বিলাসিতার ছোঁয়া । নিরিবিলি এই পরিবেশে পরিবার কিংবা বন্ধু-বান্ধবদের সাথে সময় কাটবে অনায়েসেই । 🌲",0,,,
2832,"সবুজে ঘেরা মৌলভীবাজারের অন্যতম রিসোর্ট দুসাই রিসোর্ট  থেকে ঘুরে আসলাম । সারা দেশে যখন চলছে তাপপ্রবাহ, তখন স্বস্তি খুঁজতে চলে এলাম এখানে । ❤️ 
যাতায়াত: মৌলভীবাজারের যে কোনো বাসে উঠলেই, দুসাই রিসোর্ট আসা যাবে । হাইওয়ের সাথেই রয়েছে তাদের রিসোর্টের গেইট । তাই, বাস থেকে নেমেই রিসোর্টে সহজে প্রবেশ করা যায় 🚌 
পরিবেশ: চারদিকে সমুজের সমারোহ আর তার সাথে রয়েছে বিলাসিতার ছোঁয়া । নিরিবিলি এই পরিবেশে পরিবার কিংবা বন্ধু-বান্ধবদের সাথে সময় কাটবে অনায়েসেই । 🌲",0,,,
